,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100,pc_101,pc_102,pc_103,pc_104,pc_105,pc_106,pc_107,pc_108,pc_109,pc_110,pc_111,pc_112,pc_113,pc_114,pc_115,pc_116,pc_117,pc_118,pc_119,pc_120,pc_121,pc_122,pc_123,pc_124,pc_125,pc_126,pc_127,pc_128,pc_129,pc_130,pc_131,pc_132,pc_133,pc_134,pc_135,pc_136,pc_137
pc_046,9.652000000000001,1.376,3.438,3.508,4.842,7.077000000000001,1.9480000000000002,2.126,7.928,1.714,6.318,8.133,1.41,1.714,2.888,2.971,3.491,3.319,8.837,1.364,7.435,2.266,2.805,0.723,7.691,3.128,0.157,0.345,2.864,1.04,2.537,3.947,3.33,6.761,3.005,2.544,6.075,1.923,4.163,7.1229999999999976,3.08,7.874,0.983,3.5860000000000003,3.516,1.3359999999999999,0.0,8.094,8.152999999999999,3.284,4.356,2.09,2.6069999999999998,3.5269999999999997,1.66,2.72,5.801,2.221,4.845,4.695,3.7439999999999998,7.66,0.94,2.541,1.558,2.677,2.8139999999999996,0.7170000000000001,8.372,2.708,1.094,2.3569999999999998,0.7020000000000001,4.484,2.392,15.624,1.9880000000000002,2.639,1.5930000000000002,4.3210000000000015,2.291,1.5390000000000001,2.7689999999999997,2.984,6.472,3.083,7.3889999999999985,2.7689999999999997,1.296,1.314,3.2110000000000003,3.234,2.6289999999999996,1.062,11.648,4.09,2.074,3.3480000000000003,9.776,4.967,11.640999999999998,3.73,3.404,11.564,0.6609999999999999,7.816,9.96,1.199,6.282,1.41,9.366,2.1390000000000002,1.49,3.469,3.532,3.013,2.8939999999999997,2.595,8.209,1.0170000000000001,1.685,1.9980000000000002,7.3039999999999985,6.3610000000000015,3.4360000000000004,2.696,7.6229999999999976,3.335,2.254,3.109,6.2170000000000005,2.786,2.9419999999999997,2.6289999999999996,3.585,1.4180000000000001,2.7119999999999997,2.156
pc_047,5.226,8.923,10.747,9.769,20.135,21.090999999999998,6.69,8.379,4.548,6.367000000000001,2.85,13.945,8.236,9.758,10.932,8.76,8.556000000000001,8.83,3.1189999999999998,7.38,1.67,9.562999999999999,9.187000000000001,8.767000000000001,7.24,9.412,9.084,7.809,9.783999999999999,7.449,7.6320000000000014,5.083,8.925,3.7260000000000004,10.314,7.609,3.057,9.288,6.097,4.474,7.521,24.804000000000002,7.379,9.625,8.582,8.162,7.982,0.0,3.9739999999999998,5.029,7.303,8.693999999999999,9.076,8.592,9.704,7.785,3.779,6.9670000000000005,5.771,6.48,5.456,7.216,7.15,9.354,8.601,7.742000000000001,9.815,7.984,4.374,9.677999999999999,7.499,9.728,7.9689999999999985,27.406999999999996,9.205,25.489,9.361,8.462,8.958,27.945999999999998,6.932,8.582,9.454,7.1720000000000015,3.0039999999999996,6.834,6.945,8.195,8.908,6.9620000000000015,9.551,11.279000000000002,7.41,7.316,20.515,27.715,5.909,6.999,5.395,5.893,9.455,21.015,7.773,18.91,8.705,0.7190000000000001,13.999,9.229,2.992,8.097999999999999,7.916,9.211,7.392,7.455,9.71,11.057,9.522,8.722999999999999,15.009,6.992999999999999,8.508,7.405,2.2640000000000002,16.366,7.0870000000000015,7.761,0.872,5.557,8.411,8.274,2.75,7.851,10.312999999999999,9.058,9.476,6.872000000000001,9.763,9.452
pc_048,6.912000000000001,8.991,10.683,9.837,11.055,22.776999999999997,6.757999999999999,8.447000000000001,3.299,6.435,2.116,15.630999999999998,8.304,9.97,11.142999999999999,8.089,8.625,8.305,6.063,7.447,2.967,9.631,9.255,8.978,11.181,8.741,8.413,7.8770000000000024,9.382,7.517,7.7,5.15,8.463,6.669,9.642999999999999,7.6770000000000005,3.045,9.356,5.426,3.1710000000000003,6.85,26.491,7.4460000000000015,9.693999999999999,8.65,8.23,8.347999999999999,3.964,0.0,5.0969999999999995,7.901,8.763,9.144,8.66,9.714,7.853,3.2430000000000003,6.535,5.3660000000000005,5.23,4.785,11.472000000000001,7.2170000000000005,8.683,7.93,7.811,9.883,8.497,7.319,9.007,7.567,9.797,8.482000000000001,12.739,8.533999999999999,27.175,9.429,7.791,9.026,12.577,7.0,7.9110000000000005,9.522,7.24,2.1430000000000002,7.34,11.649000000000001,8.263,8.237,7.03,9.619,11.49,7.478,7.383999999999999,22.201,12.345999999999998,5.976,7.605,7.081,4.9460000000000015,11.140999999999998,10.815999999999999,6.767,20.596,8.917,3.795,15.685,8.558,2.98,7.4270000000000005,11.857000000000001,9.279,7.459,7.726,8.461,11.267999999999999,8.193,8.052,16.695999999999998,7.06,8.579,6.734,3.2939999999999996,18.052,7.693,7.829,4.3210000000000015,5.624,9.009,7.603,2.331,7.919,10.382,9.126,8.82,6.939,9.831,8.781
pc_049,9.422,3.8939999999999997,6.452999999999999,4.74,5.9579999999999975,8.67,1.661,3.35,4.944,1.338,3.2460000000000004,7.481,3.207,4.729,5.902,5.136,3.528,5.206,6.73,2.35,4.363,4.534,4.158,3.737,7.039,5.787999999999999,3.3819999999999997,3.053,6.16,2.42,2.603,0.877,3.367,4.542,6.02,2.58,3.003,4.2589999999999995,2.992,4.324,3.897,9.735,2.59,4.5969999999999995,3.553,3.133,3.2260000000000004,5.022,5.081,0.0,3.7039999999999997,3.6660000000000004,4.047,3.5639999999999996,4.675,2.7560000000000002,3.6289999999999996,1.439,2.665,3.554,1.9280000000000002,7.007999999999999,2.2230000000000003,5.593999999999999,4.331,2.714,4.7860000000000005,3.0580000000000003,6.482,6.053999999999999,2.573,4.7,3.043,7.4979999999999976,5.445,29.686,4.333,4.838,3.929,7.336,1.903,4.312,4.425,2.1430000000000002,3.4,2.2430000000000003,6.737,3.1660000000000004,4.638,2.036,4.522,6.249,2.381,2.39,24.712,7.105,1.238,2.508,9.592,2.787,10.932,5.718999999999999,4.401,23.105999999999998,3.676,4.744,18.195,3.54,3.21,2.544,8.714,4.1819999999999995,2.465,2.6289999999999996,5.632999999999999,6.027,3.096,5.099,7.6179999999999986,2.066,3.4819999999999998,3.135,4.232,6.132999999999999,2.596,2.733,4.551,0.6990000000000001,2.862,4.65,3.145,2.823,5.285,4.029,5.852,1.946,4.734,5.827999999999999
pc_050,6.371,4.449,7.744,3.512,4.552,8.305,2.784,3.86,7.7929999999999975,3.715,6.093999999999999,3.81,4.183,5.87,6.9220000000000015,6.97,2.866,7.827000000000001,5.556,3.472,7.284,4.42,3.714,5.029,3.778,7.1270000000000024,4.6739999999999995,4.343999999999999,7.169,3.471,2.415,3.528,2.525,5.078,7.311,2.379,5.507999999999999,4.814,5.726,7.245,6.518,18.601,3.8819999999999997,3.3680000000000003,2.872,4.1080000000000005,4.5169999999999995,7.3870000000000005,7.9289999999999985,3.755,0.0,4.175,3.9330000000000003,2.861,5.966,2.403,6.5489999999999995,2.448,5.985,6.8729999999999976,5.525,3.747,3.821,6.539,5.557,3.2230000000000003,4.427,4.716,4.659,7.013999999999999,4.415,4.586,4.7,8.232999999999999,6.39,19.285999999999998,4.218999999999999,6.638,4.484,7.795,2.476,5.537000000000001,3.95,2.4530000000000003,6.249,1.588,3.4760000000000004,3.676,5.294,4.245,3.569,7.347,2.193,4.383,14.312000000000001,7.564,3.9589999999999996,1.754,6.495,6.106,7.728,4.909,7.022,9.669,4.967,7.354,5.782,5.1979999999999995,5.632999999999999,4.69,5.452999999999999,4.0680000000000005,4.612,2.21,7.5310000000000015,7.0470000000000015,3.572,6.593999999999999,3.947,3.948,4.034,5.756,7.153,2.4619999999999997,1.8419999999999999,3.242,7.1610000000000005,3.468,2.461,7.271,5.994,3.332,5.171,3.866,7.584,4.349,4.621,6.461
pc_051,10.499,1.2819999999999998,4.763999999999999,1.5630000000000002,2.721,5.54,4.0710000000000015,1.52,9.89,3.552,8.192,6.765,2.463,2.7239999999999998,3.7560000000000002,4.776,2.016,4.968999999999999,9.684,2.7739999999999996,9.309,1.2,1.028,2.432,8.538,4.776,2.658,2.9389999999999996,4.9460000000000015,2.371,2.753,5.176,2.388,8.843,4.331,2.3680000000000003,8.024,0.857,6.412999999999999,9.27,5.331,6.5889999999999995,2.7910000000000004,1.641,2.042,2.388,2.594,11.151,10.027000000000001,4.9460000000000015,4.74,0.0,0.917,2.052,2.986,2.5469999999999997,8.052,3.844,7.096,6.9460000000000015,6.315,8.507,2.73,3.931,3.7489999999999997,2.274,1.656,3.293,9.219,4.791,2.9019999999999997,0.292,3.2769999999999997,5.352,4.042,11.892000000000001,0.852,4.29,1.317,5.189,3.137,3.45,1.296,3.287,8.346,3.7560000000000002,8.236,2.1630000000000003,3.1,3.15,1.392,4.181,2.755,2.87,9.749,4.958,3.911,4.021,10.623,7.2170000000000005,12.488,2.573,5.655,9.665,2.37,11.119000000000002,8.485,2.594,8.149,3.661,10.213,1.052,3.0989999999999998,4.1419999999999995,5.3370000000000015,3.88,2.2880000000000003,4.246,6.734,2.8539999999999996,1.919,4.248,9.177999999999999,4.886,4.109,2.293,10.925999999999998,4.69,3.1010000000000004,4.76,8.091000000000001,2.133,1.105,0.9,5.39,3.255,0.972,4.293
pc_052,9.667,1.3519999999999999,4.834,0.73,1.8880000000000001,5.0,3.238,1.067,9.058,3.844,7.359,5.933,2.515,2.7939999999999996,4.261,5.065,1.1840000000000002,5.032,8.851,2.9819999999999998,8.477,0.485,0.196,2.495,7.705,4.846,2.721,2.883,5.016,2.423,1.921,4.343,1.555,8.01,6.1129999999999995,1.535,7.192,0.905,5.855,8.437000000000001,5.004,5.669,2.843,0.809,1.209,2.44,2.656,10.319,9.193999999999999,4.113,3.825,1.379,0.0,1.219,3.056,1.714,7.742000000000001,3.012,6.218999999999999,6.388,5.482,7.673999999999999,3.3310000000000004,4.493,3.812,1.4409999999999998,0.736,3.355,8.386000000000001,4.8610000000000015,2.9539999999999997,0.738,3.34,4.6419999999999995,4.105,12.533,0.28300000000000003,4.352,1.3869999999999998,4.204,2.305,3.513,0.382,2.455,7.5139999999999985,2.924,7.403,1.709,3.1630000000000003,3.202,0.56,4.686,1.922,2.9219999999999997,8.916,3.9730000000000003,4.088,3.1889999999999996,9.79,6.341,11.655999999999999,1.653,5.327999999999999,8.832,2.4330000000000003,10.286,7.652,2.657,7.317,3.2289999999999996,9.38,0.133,3.1510000000000002,3.31,5.551,4.386,1.834,4.308,5.901,3.457,1.663,3.9219999999999997,8.346,4.053,3.2769999999999997,1.46,10.093,3.858,2.269,4.822,7.258999999999999,1.3,1.3230000000000002,0.02,5.604,3.858,0.772,4.362
pc_053,9.183,2.574,6.056,1.439,2.656,5.682,2.755,2.201,8.574,3.36,6.876,4.975,3.2089999999999996,4.015,5.5,5.996,0.12,6.343,8.368,2.498,7.9929999999999986,1.7069999999999999,1.33,3.688,6.559,6.068,3.7,3.37,6.2379999999999995,2.497,1.4369999999999998,3.859,0.336,7.527,5.6229999999999976,1.052,6.7079999999999975,2.126,5.372000000000001,7.954,5.4910000000000005,6.851,2.908,1.295,0.252,3.134,3.543,9.835,8.711,3.63,2.861,2.513,1.219,0.0,4.2780000000000005,1.2309999999999999,7.257999999999999,2.528,5.7360000000000015,5.905,4.999,6.527,2.847,5.715,4.583,0.958,1.9580000000000002,3.742,7.903,6.0829999999999975,3.4410000000000003,1.8719999999999999,3.7260000000000004,5.881,5.416,11.686,1.505,5.664,2.609,5.442,1.821,4.564,1.598,1.9709999999999999,7.03,2.44,6.2570000000000014,2.844,4.32,3.2710000000000004,1.496,5.925,1.439,3.409,9.543,5.211,3.605,2.705,9.306000000000001,5.857,10.41,2.8360000000000003,5.815,10.582,3.6260000000000003,9.802,6.695,3.85,6.8329999999999975,3.716,8.135,1.354,3.638,2.826,6.557,5.625,2.969,5.62,4.944,2.9739999999999998,2.798,4.409,7.862,3.096,2.793,0.977,9.61,3.3739999999999997,1.785,5.89,6.775,0.8170000000000001,2.457,1.202,6.61,3.375,1.9069999999999998,5.584
pc_054,11.085,1.828,1.828,4.086,5.419,7.655,3.3810000000000002,3.034,9.205,3.315,7.893,9.141,2.843,0.8809999999999999,2.0540000000000003,2.059,4.245,2.7739999999999996,10.269,2.7960000000000003,9.13,2.719,3.966,1.5090000000000001,9.124,1.84,1.942,2.142,2.01,2.472,3.5269999999999997,5.644,4.6160000000000005,8.193,1.395,3.56,7.77,2.375,5.147,8.107999999999999,2.9360000000000004,7.041,2.78,4.164,4.27,2.7680000000000002,1.8780000000000001,9.789,9.728,4.7669999999999995,5.787999999999999,2.998,3.0589999999999997,4.2810000000000015,0.0,3.739,6.7860000000000005,3.653,5.83,5.731,5.388,9.092,2.54,1.4869999999999999,2.206,3.668,3.7039999999999997,2.0269999999999997,9.805,1.855,2.452,2.8089999999999997,2.011,3.65,1.714,14.79,2.7680000000000002,2.138,2.064,3.488,3.7230000000000003,1.9069999999999998,3.56,4.061,8.047,4.515,8.822000000000003,3.676,1.834,2.7,3.7889999999999997,2.213,3.6189999999999998,2.419,13.437999999999999,3.2569999999999997,3.674,4.7810000000000015,11.208,5.9510000000000005,13.074000000000002,4.308,4.141,12.142000000000001,1.4469999999999998,9.511000000000001,12.707,1.328,7.977,2.395,10.798,3.0380000000000003,2.475,4.902,2.545,2.1790000000000003,3.5069999999999997,2.102,9.109,2.617,2.767,2.9819999999999998,8.999,7.261,4.869,3.687,9.318,4.655,3.687,2.6069999999999998,7.773,4.3610000000000015,3.3939999999999997,3.0810000000000004,2.597,3.0180000000000002,3.1639999999999997,1.3559999999999999
pc_055,8.076,2.3080000000000003,5.962999999999999,2.532,3.64,6.779,1.859,1.764,7.6789999999999985,2.553,5.98,4.444,2.4019999999999997,3.728,4.7810000000000015,5.189,1.151,5.5360000000000005,7.26,1.6909999999999998,7.098,2.852,2.734,3.248,6.337999999999999,5.346,2.8930000000000002,2.563,5.388999999999999,1.69,0.542,2.964,0.81,6.419,5.53,0.17600000000000002,7.091,3.272,4.565,7.058,4.684,7.944,2.101,2.388,1.3969999999999998,2.327,2.736,8.728,7.815,2.734,2.392,2.08,2.365,1.146,4.185,0.0,6.3629999999999995,1.633,4.928999999999999,5.0969999999999995,4.192,6.307,2.04,4.758,3.7760000000000002,1.127,3.1039999999999996,2.935,6.796,5.233,2.634,3.0180000000000002,2.9189999999999996,6.3770000000000024,4.609,12.669,2.6510000000000002,4.857,2.343,6.587999999999999,1.014,3.7560000000000002,2.7430000000000003,1.0759999999999998,6.135,1.545,6.0360000000000005,1.58,3.513,2.464,2.589,5.206,0.5429999999999999,2.602,10.526,6.357,2.798,1.81,8.199,5.05,10.189,3.928,5.008,10.133,3.1860000000000004,8.695,6.246,3.417,7.216,2.909,7.914,2.5,2.8310000000000004,1.931,5.75,4.9060000000000015,1.791,4.813,4.96,2.167,1.893,3.602,6.9670000000000005,2.73,1.8980000000000001,1.146,8.502,2.479,0.978,5.083,5.88,1.962,3.603,2.347,5.803,2.568,3.052,4.681
pc_056,8.252,6.697,7.141,8.369,9.586,24.116999999999997,4.341,6.979,2.436,4.018,1.416,16.971,5.709,7.0360000000000005,8.209,5.155,7.157,5.225,6.86,5.03,3.193,7.587999999999999,7.787000000000001,6.044,9.074,5.807,5.479,5.678999999999999,6.178999999999999,4.928999999999999,6.232,3.682,6.995,5.729,6.709,6.209,2.105,7.245,2.492,1.631,3.9160000000000004,27.831,4.872,8.225,7.182,5.635,5.414,3.852,3.2510000000000003,3.6289999999999996,6.66,6.39,7.676,7.192,6.78,6.385,0.0,4.614,2.166,3.1710000000000003,1.851,9.042,4.643,5.749,4.996,6.3420000000000005,8.415,5.563,8.116,6.0729999999999995,4.9830000000000005,8.328,5.547999999999999,9.805,5.6,28.515,7.961,4.857,6.915,9.642999999999999,5.532,4.977,8.054,5.772,1.571,5.871,8.772,6.795,5.303,4.456,8.151,8.556000000000001,6.01,4.8,23.541,9.412,3.35,6.136,8.421,2.2880000000000003,12.481,9.347999999999999,4.168,21.936,5.983,3.574,17.025,5.624,2.04,4.493,10.954,7.811,4.928,6.257999999999999,6.401,8.334,6.056,5.118,18.035999999999998,4.4860000000000015,5.984,3.8,3.062,9.089,6.225,6.3610000000000015,3.3810000000000002,4.1560000000000015,5.436,4.669,1.297,6.4510000000000005,8.913,7.657999999999999,5.871,4.3660000000000005,8.363,5.847
pc_057,8.999,2.62,5.421,3.466,4.683,7.396,0.336,2.076,6.364,1.2670000000000001,4.666,6.186,2.175,3.697,4.87,5.309,2.254,5.379,6.892,1.318,5.784,3.26,2.884,2.705,5.744,5.961,2.35,2.02,6.3329999999999975,1.3880000000000001,1.329,1.65,2.092,4.703,4.988,1.306,4.4239999999999995,2.985,3.278,5.744,4.07,8.46,1.558,3.322,2.279,2.1,2.193,6.442,6.501,1.42,2.4090000000000003,2.392,2.773,2.289,3.642,1.482,5.0489999999999995,0.0,3.642,3.8110000000000004,2.905,5.712999999999999,1.4980000000000002,4.216,3.233,1.439,3.512,2.392,6.644,6.227,2.092,3.425,2.377,6.466,4.067,13.713,3.0580000000000003,5.011,2.655,6.303999999999999,0.629,3.214,3.1510000000000002,0.8690000000000001,4.8210000000000015,0.968,5.442,1.892,2.971,1.965,3.248,5.2170000000000005,1.107,2.059,11.57,6.0729999999999995,1.511,1.234,7.825,3.764,11.094000000000001,4.445,4.574,12.609000000000002,2.6430000000000002,6.164,8.722000000000001,2.8739999999999997,4.631,2.472,7.419,2.908,2.394,1.355,5.806,4.995,1.8219999999999998,5.272,6.322,1.624,2.205,3.3080000000000003,5.652,4.838,1.3219999999999998,1.4580000000000002,5.971,1.1640000000000001,1.587,4.823,4.566,1.548,4.01,2.755,6.025,1.874,3.46,4.138
pc_058,10.207,5.682,6.126,7.407999999999999,8.626,11.384,3.326,6.019,3.9960000000000004,3.003,3.341,9.991,4.694,6.021,7.194,4.138999999999999,6.1960000000000015,4.21,8.815,4.015,5.148,6.5729999999999995,6.8260000000000005,5.029,9.549,4.792,4.463,4.663,5.164,3.9139999999999997,5.271,2.8939999999999997,6.035,7.182,5.693,5.247999999999998,4.06,6.23,0.902,3.556,2.9,12.181,3.8569999999999998,7.265,6.221,4.62,4.399,5.807,5.176,2.668,6.2139999999999995,5.374,6.715,6.232,5.765,5.425,2.234,3.5980000000000003,0.0,1.187,0.836,9.517999999999999,3.628,4.7330000000000005,3.9810000000000003,5.3820000000000014,7.12,4.548,10.071,5.058,3.968,7.3679999999999986,4.532,8.79,4.584,30.47,6.294,3.842,5.899,8.627,4.572,3.9610000000000003,7.093,4.811,3.495,4.9110000000000005,9.247,5.834,4.288,3.4410000000000003,7.19,7.541,5.0489999999999995,3.785,25.496,8.396,2.335,5.176,10.376,0.41700000000000004,14.436,8.037,2.588,23.891,4.967,5.528,18.98,4.609,3.995,3.477,11.224,6.85,3.9130000000000003,5.2970000000000015,4.819,7.319,5.041,4.103,19.991,3.471,4.968999999999999,2.785,5.0169999999999995,8.642999999999999,5.263999999999999,5.401,5.336,3.208,4.42,3.654,3.221,5.4910000000000005,7.9529999999999985,6.697,5.178999999999999,3.35,7.403,4.831
pc_059,11.113,5.5120000000000005,5.848,7.301,8.519,11.214,3.516,5.3,3.762,3.005,3.821,10.898,4.584,5.851,7.024,4.206,6.0889999999999995,3.47,9.722000000000001,4.922,6.053999999999999,6.403,7.733,4.859,10.456,4.396,4.293,4.493,4.547,3.804,5.164,3.801,5.928,8.089,5.459,5.141,4.966,6.06,0.81,3.428,2.73,12.339,3.747,7.1579999999999995,6.114,4.51,4.229,6.712999999999999,5.141,3.575,7.12,5.263999999999999,7.622000000000001,6.125,5.982,5.317,3.054,3.7889999999999997,1.187,0.0,1.742,10.424000000000001,3.5180000000000002,4.8469999999999995,3.8110000000000004,5.275,6.95,4.378,10.977,4.662,3.798,6.492999999999999,4.363,8.62,4.56,31.377,6.124,3.908,5.73,8.457,4.465,3.7910000000000004,6.9060000000000015,4.704,3.8489999999999998,4.803999999999999,10.154,6.7410000000000005,4.118,3.3310000000000004,8.097000000000001,7.204,5.956,3.615,26.403000000000002,8.227,2.366,5.069,11.283,0.799,15.343,7.867000000000001,1.932,24.796999999999997,4.797,6.435,19.886,4.439,4.901,3.307,12.130999999999998,6.275,3.7430000000000003,5.19,3.625,7.149,5.231,4.169,20.897,3.361,4.859,2.615,5.922999999999999,9.55,5.157,5.294,6.242000000000001,4.115,4.61,3.833,4.041,5.3839999999999995,7.077999999999999,7.604,3.985,3.241,8.309,4.5969999999999995
pc_060,9.774,5.376,5.8210000000000015,6.681,7.898,10.610999999999999,2.5980000000000003,5.291,3.928,2.275,2.908,9.264,4.144,5.715,6.888999999999999,3.8339999999999996,5.468,3.904,8.383,3.287,4.715,5.763,6.099,4.724,8.822000000000003,4.4860000000000015,4.158,3.508,4.8580000000000005,3.134,4.544,2.603,5.307,6.324,5.388,4.521,3.627,5.42,1.171,3.123,2.595,11.875,3.077,6.537000000000001,5.494,4.07,4.093,5.374,4.743,1.9409999999999998,5.4860000000000015,4.824,5.9879999999999995,5.504,5.46,4.697,1.8019999999999998,2.8710000000000004,0.845,1.734,0.0,8.79,2.8480000000000003,4.428,3.675,4.654,6.31,4.242,8.264,4.753,3.198,6.64,4.227,8.485,4.279,30.038,6.273,3.537,5.09,8.322000000000001,3.844,3.656,6.3660000000000005,4.084,3.063,4.183,8.52,5.107,3.9819999999999998,2.661,6.462999999999999,7.235,4.322,3.014,25.064,8.091000000000001,1.607,4.448,9.943999999999999,0.9670000000000001,14.004000000000001,7.227,2.8480000000000003,23.458000000000002,4.662,5.096,18.547,4.303,3.562,3.1719999999999997,11.524000000000001,6.1229999999999976,3.09,4.57,4.331,7.013999999999999,4.313,3.7969999999999997,9.4,2.6910000000000003,4.419,2.479,4.584,7.915,4.5360000000000005,4.673,4.9030000000000005,2.481,3.693,3.3489999999999998,2.7889999999999997,4.763,7.225,5.97,4.55,2.57,6.675,4.526
pc_061,4.885,7.602,26.398000000000003,7.184,13.62,14.575,5.936,7.0120000000000005,13.770999999999999,6.867000000000001,12.072000000000001,4.603,7.335,9.022,22.378,10.122,6.537999999999999,10.979000000000001,4.897,6.624,8.156,8.196,7.386,8.181000000000001,0.29100000000000004,10.279000000000002,7.8260000000000005,7.496,27.388,6.6229999999999976,5.567,6.68,6.197,4.08,24.229,5.9460000000000015,8.245,7.9670000000000005,8.879,13.696,9.67,18.288,7.034,7.04,6.5429999999999975,7.261,7.669,7.506,11.715,6.907,3.747,7.3279999999999985,7.709,6.5329999999999995,9.118,5.97,13.001,5.6,10.013,10.901,8.677999999999999,0.0,6.973,9.691,8.709,6.375,8.099,7.8679999999999986,3.734,10.167,7.568,8.362,7.853,20.892,9.542,18.973,7.994,9.79,7.6370000000000005,21.43,5.629,8.69,7.622000000000001,5.605,12.227,4.7410000000000005,0.436,6.827999999999999,8.447000000000001,7.397,7.2410000000000005,25.471,5.345,7.535,13.999,21.199,7.112,4.9060000000000015,5.008,10.134,4.2410000000000005,14.499,10.174,12.394,8.119,7.693,7.483,8.35,8.37,7.843,1.965,7.8439999999999985,7.7639999999999985,5.3629999999999995,10.683,21.967,6.724,9.746,8.494,7.1,7.187,8.908999999999997,10.575999999999999,4.548,4.994,6.394,8.152000000000001,6.62,5.6129999999999995,10.423,11.972000000000001,6.484,8.947000000000003,7.5379999999999985,10.735999999999999,7.501,8.396,9.613999999999999
pc_062,8.957,1.954,4.091,4.008,5.225,7.6560000000000015,1.253,1.84,6.773,0.882,5.485,7.437,1.124,2.653,3.826,3.196,2.7960000000000003,3.5439999999999996,8.141,0.6679999999999999,6.602,2.845,3.426,1.661,6.995,3.353,1.2790000000000001,0.767,3.735,0.344,1.841,3.114,2.634,6.065,3.658,1.848,5.242000000000001,2.502,3.008,5.968,2.705,8.812999999999997,0.287,3.865,2.821,1.0490000000000002,0.94,7.261,7.32,2.451,3.66,1.804,3.315,2.8310000000000004,2.5980000000000003,2.024,4.647,1.525,3.69,3.5410000000000004,2.912,6.9639999999999995,0.0,2.766,1.7830000000000001,1.9809999999999999,3.392,0.9420000000000001,7.676,3.6189999999999998,0.655,3.968,0.927,5.4220000000000015,2.617,16.562,2.509,2.864,2.171,5.26,1.595,1.764,3.693,2.2880000000000003,5.638999999999999,2.387,6.693,2.434,1.521,0.48200000000000004,3.79,4.173,1.933,0.622,12.112,5.029,1.2409999999999999,2.6519999999999997,9.08,3.812,10.945,4.309,3.028,13.151,1.599,6.983,9.264,1.4240000000000002,5.449,0.93,8.67,3.45,0.851,2.773,3.7569999999999997,3.951,2.1790000000000003,2.82,7.513,0.184,1.399,1.6219999999999999,6.471,5.665,2.74,2.0,6.79,2.502,1.558,3.103,5.3839999999999995,2.09,4.553,3.2969999999999997,3.81,0.585,4.002,3.175
pc_063,13.817,3.52,1.996,6.1229999999999976,7.4570000000000025,9.526,4.0489999999999995,4.283,8.267999999999999,3.051,6.9510000000000005,10.29,3.5669999999999997,2.918,3.4189999999999996,0.898,5.648,1.402,12.425999999999998,3.5210000000000004,8.759,4.4110000000000005,4.95,2.628,9.847999999999999,0.879,2.302,2.502,1.4269999999999998,3.197,4.6930000000000005,5.2829999999999995,5.487,9.004,1.5630000000000002,4.7010000000000005,7.671,4.0680000000000005,4.206,7.166,2.077,8.406,3.14,6.2010000000000005,5.672999999999999,3.4930000000000003,2.237,9.417,8.786,4.621,6.5120000000000005,4.247,4.752,5.684,2.0869999999999997,4.877,5.845,4.3210000000000015,4.888,4.795,4.4460000000000015,9.817,2.9,0.0,1.6740000000000002,4.834,4.959,2.386,10.529000000000002,1.146,2.34,4.502,2.371,5.105,0.336,16.155,4.133,0.983,3.738,4.852,4.447,1.375,4.914,5.237,7.106,5.3370000000000015,9.546,4.925,1.337,2.515,5.8260000000000005,3.3080000000000003,4.785,2.156,14.802999999999999,4.621,3.41,5.602,13.987,5.528,13.798,6.345,3.2039999999999997,18.726,2.5660000000000003,9.139,19.014,2.022,7.606,1.964,11.523,4.284,2.044,5.723,1.383,3.5439999999999996,5.05,0.723,10.366,2.977,3.842,2.552,8.627,8.517999999999999,5.69,4.853,8.946,4.671,4.4110000000000005,1.749,6.8320000000000025,4.9430000000000005,5.087,4.774,1.436,2.911,4.857,0.701
